yymm,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,Target
0301 16:50,-2.164,14.75,-2.72,-3.462,-1.596,30.581,-6.749,4.96,-3.47,-1.806,-3.802,-1.668,-1.767,-2.512,-2.092,-3.243,18.169,-0.987,-1.855,0.323,-67.695,-2.911,-4.462,-1.241,-4.936,-2.429,19.688
0301 17:00,-2.094,14.25,-2.72,-3.328,-1.696,30.654,-6.749,4.96,-3.5,-1.923,-3.802,-1.668,-1.767,-2.412,-2.092,-3.243,25.669,-0.897,-1.855,0.339,-77.695,-2.851,-4.462,-1.241,-4.846,-2.429,47.905
0301 17:10,-1.967,14.416,-2.775,-3.262,-1.696,30.824,-6.749,5.127,-3.56,-2.056,-3.802,-1.668,-1.767,-2.328,-2.092,-3.309,21.502,-0.897,-1.855,0.456,-77.695,-2.821,-4.462,-1.141,-4.773,-2.429,15.72
0301 17:20,-1.9,14.583,-2.83,-3.128,-1.629,30.891,-6.749,5.294,-3.56,-2.189,6.198,-1.701,-1.767,-2.245,-2.092,-3.343,17.336,-0.897,-1.855,0.573,-67.695,-2.821,-4.292,-1.141,-4.706,-2.429,10.377
0301 17:30,-1.827,14.75,-2.83,-3.028,-1.696,31.051,-6.719,5.46,-3.5,-2.323,-3.802,-1.768,-1.767,-2.162,-2.092,-3.276,13.169,-0.897,-1.855,0.689,-37.695,-2.684,-4.33,-1.141,-4.646,-2.496,42.552
0301 17:40,-1.6,14.916,-2.594,-2.888,-1.696,31.191,-6.659,5.627,-3.17,-2.456,-3.802,-1.768,-1.767,-2.078,-2.092,-3.213,9.002,-0.897,-1.855,0.806,-17.695,-2.611,-4.262,-1.141,-4.369,-2.462,2.275
0301 17:50,-1.067,15.083,-2.52,-2.858,-1.696,31.191,-6.589,5.794,-3.096,-2.589,-3.802,-1.768,-1.767,-1.995,-2.165,-3.079,4.836,-0.897,-1.789,0.923,-7.695,-2.511,-4.226,-1.141,-3.776,-2.462,48.603
0301 18:00,-0.76,15.25,-2.39,-2.725,-1.696,31.191,-6.389,5.96,-3.06,-2.723,-3.802,-1.734,-1.767,-1.912,-2.092,-2.953,0.669,-0.897,-1.755,1.039,2.305,-2.511,-4.152,-1.141,-3.339,-2.396,46.601
0301 18:10,-0.56,15.416,-2.257,-2.562,-1.696,31.391,-6.219,5.794,-3,-2.723,6.198,-1.668,-1.767,-1.845,-2.092,-2.879,2.169,-0.897,-1.755,1.123,12.305,-2.411,-4.052,-1.141,-3.006,-2.269,48.645
0301 18:20,-0.4,15.583,-2.13,-2.488,-1.696,31.391,-6.219,5.627,-2.826,-2.723,26.198,-1.668,-1.767,-1.778,-2.165,-2.809,3.669,-0.797,-1.755,1.206,472.305,-2.351,-4.052,-1.141,-2.706,-2.102,37.958
0301 18:30,-0.127,15.75,-2.13,-2.358,-1.696,31.391,-6.089,5.46,-2.493,-2.723,16.198,-1.668,-1.767,-1.712,-2.165,-2.683,5.169,-0.797,-1.689,1.289,332.305,-2.321,-4.022,-1.141,-2.506,-1.962,38.855
0301 18:40,0.173,15.916,-1.82,-2.216,-1.696,31.451,-5.899,5.294,0.874,-2.723,6.198,-1.668,-1.767,-1.645,-2.147,-2.476,6.669,-0.797,-1.565,1.373,182.305,-2.254,-3.962,-1.111,-2.369,-1.799,8.393
0301 18:50,0.1,16.083,-1.027,-2.128,-1.696,31.481,-5.689,5.127,2.6,-2.723,6.198,-1.668,-1.767,-1.578,-2.165,-2.276,8.169,-0.723,-1.565,1.456,-7.695,-2.184,-3.852,-1.051,-2.236,-1.739,9.564
0301 19:00,0.033,16.25,-0.164,-1.955,-1.696,31.548,-5.149,4.96,2.437,-2.723,-3.802,-1.668,-1.767,-1.512,-2.092,-1.743,9.669,-0.487,-1.565,1.539,12.305,-2.044,-3.852,-0.915,-2.406,-1.706,5.777
0301 19:10,-0.094,16.25,0.303,-1.828,-1.696,31.618,-4.756,4.794,1.688,-2.839,-3.802,-1.668,-1.767,-1.395,-2.092,-1.483,9.169,-0.419,-1.565,1.656,-7.695,-1.948,-3.762,-0.841,-2.213,-1.706,24.42
0301 19:20,-0.027,16.25,0.34,-1.688,-1.696,31.691,-4.449,4.627,0.84,-2.956,-3.802,-1.568,-1.767,-1.278,-2.165,-1.213,8.669,-0.33,-1.655,1.773,-7.695,-1.796,-3.689,-0.741,-2.076,-1.639,24.982
0301 19:30,0.306,16.25,0.206,-1.555,-1.696,31.758,-4.189,4.46,0.037,-3.073,-3.802,-1.568,-1.767,-1.162,-2.092,-1.153,8.169,-0.297,-1.655,1.889,-7.695,-1.648,-3.619,-0.741,-1.803,-1.639,14.612
0301 19:40,0.518,16.25,0.106,-1.455,-1.696,31.791,-4.049,4.294,-0.37,-3.189,-3.802,-1.568,-1.767,-1.045,-2.092,-1.153,7.669,-0.297,-1.655,2.006,-7.695,-1.511,-3.552,-0.641,-1.406,-1.529,37.918
0301 19:50,0.673,16.25,-0.094,-1.388,-1.696,31.791,-4.123,4.127,-0.7,-3.306,16.198,-1.523,-1.84,-0.928,-2.165,-1.153,7.169,-0.26,-1.655,2.123,-7.695,-1.511,-3.426,-0.641,-1.241,-1.504,12.461
0301 20:00,0.873,16.25,-0.257,-1.158,-1.696,31.891,-4.116,3.96,-0.9,-3.423,16.198,-1.508,-1.877,-0.812,-2.069,-1.153,6.669,-0.26,-1.595,2.239,2.305,-1.381,-3.292,-0.641,-1.073,-1.429,20.116
0301 20:10,0.973,16.25,-0.39,-1.098,-1.696,31.951,-4.656,3.96,-1.096,-3.506,16.198,-1.478,-1.877,-0.712,-1.595,-1.153,9.336,-0.297,-1.565,2.339,22.305,-1.254,-3.152,-0.641,-0.779,-1.396,17.689
0301 20:20,1.24,16.25,-0.42,-0.955,-1.696,31.921,-5.489,3.96,-1.23,-3.589,26.198,-1.478,-1.877,-0.612,-1.269,-1.153,12.002,-0.297,-1.425,2.439,2.305,-1.184,-3.086,-0.596,-0.506,-1.329,24.875
0301 20:30,1.306,16.25,-0.52,-0.828,-1.696,31.921,-5.949,3.96,-1.293,-3.673,16.198,-1.444,-1.877,-0.512,-1.062,-1.116,14.669,-0.187,-0.929,2.539,12.305,-1.111,-3.052,-0.641,-0.309,-1.239,48.03
0301 20:40,0.9,16.25,-0.52,-0.688,-1.696,31.981,-6.286,3.96,-1.433,-3.756,16.198,-1.378,-1.877,-0.412,-0.959,-1.043,17.336,-0.187,-0.455,2.639,-17.695,-0.978,-3.052,-0.641,-0.176,-1.239,27.876
0301 20:50,0.563,16.25,-0.557,-0.628,-1.696,31.981,-6.486,3.96,-1.53,-3.839,16.198,-1.378,-1.877,-0.312,-0.892,-1.153,20.002,-0.26,-0.155,2.739,-17.695,-0.911,-3.052,-0.581,0.094,-1.139,29.005
0301 21:00,0.503,16.25,-0.557,-0.425,-1.696,32.014,-6.786,3.96,-1.53,-3.923,16.198,-1.378,-1.84,-0.212,-0.802,-1.153,22.669,-0.26,-0.222,2.839,-17.695,-0.881,-3.052,-0.641,0.154,-1.139,35.14
0301 21:10,0.503,16.416,-0.52,-0.225,-1.696,32.081,-6.919,3.627,-1.67,-4.023,16.198,-1.411,-1.767,-0.178,-0.735,-1.183,20.169,-0.297,-0.255,2.906,2.305,-0.754,-2.992,-0.641,0.264,-1.029,48.502
0301 21:20,0.563,16.583,-0.52,-0.158,-1.696,32.081,-7.049,3.294,-1.67,-4.123,26.198,-1.411,-1.877,-0.145,-0.702,-1.183,17.669,-0.297,-0.255,2.973,-7.695,-0.721,-2.822,-0.641,0.264,-1.029,5.99
0301 21:30,0.563,16.75,-0.52,-0.098,-1.696,32.154,19.884,2.96,-1.67,-4.223,-3.802,-1.444,-1.877,-0.112,0.705,-1.116,15.169,-0.297,-0.255,3.039,-7.695,-0.648,-2.762,-0.641,0.394,-0.962,26.992
0301 21:40,0.503,16.916,-0.454,0.107,-1.696,32.191,30.144,2.627,-1.596,-4.323,-3.802,-1.378,-1.822,-0.078,1.068,-1.116,12.669,-0.297,-0.322,3.106,-7.695,-0.511,-2.726,-0.641,1.194,-1.029,49.675
0301 21:50,0.336,17.083,-0.33,0.268,-1.696,32.191,36.071,2.294,-1.53,-4.423,-3.802,-1.378,-1.84,-0.045,1.008,-1.116,10.169,-0.33,-0.392,3.173,22.305,-0.444,-2.586,-0.641,2.064,-0.996,22.935
0301 22:00,0.263,17.25,-0.257,0.475,-1.696,32.191,37.984,1.96,-1.47,-4.523,-3.802,-1.378,-1.767,-0.012,1.475,-1.043,7.669,-0.397,-0.465,3.239,-37.695,-0.411,-2.486,-0.641,2.191,-0.996,4.574
0301 22:10,0.373,17.25,-0.06,0.545,-1.696,32.191,38.484,2.127,-1.326,-4.589,-3.802,-1.378,-1.877,0.105,0.598,-1.116,10.836,-0.397,-0.565,3.339,-37.695,-0.351,-2.352,-0.641,2.497,-0.929,1.449
0301 22:20,0.373,17.25,0.14,0.672,-1.696,32.241,33.611,2.294,-1.2,-4.656,-3.802,-1.444,-1.804,0.222,0.005,-1.116,14.002,-0.397,-0.625,3.439,-37.695,-0.271,-2.322,-0.708,2.624,-0.929,4.34
0301 22:30,0.503,17.25,0.44,0.812,-1.696,32.291,23.117,2.46,-1.015,-4.723,6.198,-1.478,-1.804,0.338,-0.059,-1.153,17.169,-0.397,-0.689,3.539,-47.695,-0.184,-2.262,-0.741,2.654,-0.929,28.03
0301 22:40,0.636,17.25,0.713,0.812,-1.696,32.224,16.311,2.627,-0.633,-4.789,-3.802,-1.478,-1.877,0.455,-0.059,-1.079,20.336,-0.397,-0.755,3.639,-57.695,-0.111,-2.119,-0.741,2.654,-0.996,20.353
0301 22:50,0.618,17.25,0.943,0.672,-1.629,32.291,10.274,2.794,-0.5,-4.856,-3.802,-1.478,-1.767,0.572,-0.129,-1.013,23.502,-0.397,-0.805,3.739,-47.695,-0.011,-1.786,-0.741,2.924,-0.929,21.982
0301 23:00,0.563,17.25,0.87,0.545,-1.596,32.291,6.681,2.96,-0.36,-4.923,6.198,-1.545,-1.767,0.688,-0.202,-0.925,26.669,-0.487,-0.892,3.839,-47.695,-0.011,-1.522,-0.741,3.197,-0.929,23.216
0301 23:10,0.563,16.75,1.013,0.475,-1.596,32.258,3.911,3.294,-0.36,-4.989,-3.802,-1.568,-1.767,0.755,-0.202,-0.843,20.336,-0.487,-0.965,3.839,-37.695,0.089,-1.389,-0.741,3.409,-0.979,7.056
0301 23:20,0.533,16.25,1.14,0.402,-1.596,32.191,2.384,3.627,-0.23,-5.056,-3.802,-1.568,-1.767,0.822,-0.269,-0.843,14.002,-0.52,-0.999,3.839,-47.695,0.089,-1.322,-0.808,3.594,-0.962,28.979
0301 23:30,0.473,15.75,1.225,0.402,-1.596,32.358,1.047,3.96,-0.17,-5.123,-3.802,-1.568,-1.767,0.888,-0.302,-0.843,7.669,-0.587,-1.065,3.839,-57.695,0.189,-1.262,-0.841,3.654,-1.029,34.936
0301 23:40,0.473,15.25,1.28,0.402,-1.596,32.291,0.641,4.294,-0.133,-5.189,-3.802,-1.601,-1.767,0.955,-0.302,-0.879,1.336,-0.587,-1.155,3.839,-77.695,0.249,-1.226,-0.841,3.727,-1.139,19.768
0301 23:50,0.473,14.75,1.34,0.402,-1.596,32.324,-1.249,4.627,-0.06,-5.256,-3.802,-1.668,-1.767,1.022,-0.392,-0.953,-4.998,-0.587,-1.155,3.839,-77.695,0.316,-1.152,-0.841,3.727,-1.139,49.741
0302 00:00,0.44,14.25,1.28,0.342,-1.596,32.324,-1.352,4.96,-0.096,-5.323,6.198,-1.668,-1.767,1.088,-0.392,-0.843,-11.331,-0.62,-1.189,3.839,-67.695,0.389,-1.086,-0.951,3.831,-1.206,22.81
0302 00:10,0.44,12.583,1.28,0.402,-1.596,32.291,-1.853,4.794,-0.17,-5.439,-3.802,-1.668,-1.767,1.088,-0.392,-0.776,-9.164,-0.687,-1.255,3.573,-57.695,0.389,-1.022,-0.951,4.031,-1.206,4.412
0302 00:20,0.406,10.916,1.28,0.342,-1.522,32.224,-2.349,4.627,-0.06,-5.556,-3.802,-1.768,-1.767,1.088,-0.392,-0.743,-6.998,-0.687,-1.255,3.306,-37.695,0.316,-0.962,-0.951,4.331,-1.239,20.768
0302 00:30,0.473,9.25,1.28,0.372,-1.486,32.191,-2.683,4.46,-0.06,-5.673,-3.802,-1.768,-1.767,1.088,-0.459,-0.683,-4.831,-0.687,-1.322,3.039,-47.695,0.189,-0.822,-1.018,4.591,-1.239,17.013
0302 00:40,0.473,7.583,1.34,0.312,-1.486,32.118,-3.049,4.294,0.03,-5.789,-3.802,-1.734,-1.767,1.088,-0.492,-0.653,-2.664,-0.687,-1.355,2.773,-47.695,0.122,-0.762,-1.051,4.831,-1.239,38.758
0302 00:50,0.473,5.916,1.28,0.312,-1.559,31.981,-3.323,4.127,0.03,-5.906,-3.802,-1.668,-1.767,1.088,-0.492,-0.653,-0.498,-0.76,-1.355,2.506,-47.695,0.089,-0.652,-1.051,5.031,-1.299,12.3
0302 01:00,0.44,4.25,1.243,0.275,-1.486,31.921,-3.616,3.96,0.03,-6.023,-3.802,-1.668,-1.734,1.088,-0.492,-0.653,1.669,-0.797,-1.465,2.239,-47.695,0.089,-0.652,-1.081,5.364,-1.329,21.916
0302 01:10,0.373,4.75,1.243,0.202,-1.559,31.891,-3.907,3.96,0.03,-6.106,-3.802,-1.668,-1.734,1.038,-0.517,-0.653,1.669,-0.797,-1.465,2.256,-47.695,0.139,-0.522,-1.081,5.697,-1.329,17.914
0302 01:20,0.373,5.25,1.17,0.202,-1.486,31.654,-4.219,3.96,-0.06,-6.189,6.198,-1.668,-1.767,0.988,-0.592,-0.713,1.669,-0.897,-1.465,2.273,-57.695,0.122,-0.389,-1.141,5.997,-1.329,20.007
0302 01:30,0.373,5.75,1.17,0.202,-1.486,31.454,-4.483,3.96,-0.06,-6.273,-3.802,-1.668,-1.767,0.938,-0.592,-0.653,1.669,-0.897,-1.532,2.289,-47.695,0.189,-0.322,-1.141,6.197,-1.329,14.33
0302 01:40,0.373,6.25,1.14,0.112,-1.486,31.188,-4.623,3.96,-0.17,-6.356,-3.802,-1.668,-1.767,0.888,-0.592,-0.653,1.669,-0.897,-1.565,2.306,-47.695,0.249,-0.262,-1.175,6.464,-1.329,2.467
0302 01:50,0.373,6.75,1.08,0.112,-1.486,30.854,-4.786,3.96,-0.17,-6.439,-3.802,-1.668,-1.767,0.838,-0.592,-0.653,1.669,-0.919,-1.565,2.323,-47.695,0.189,-0.152,-1.241,6.464,-1.396,6.824
0302 02:00,0.373,7.25,1.17,0.112,-1.486,30.484,-4.919,3.96,-0.17,-6.523,-3.802,-1.668,-1.767,0.788,-0.592,-0.653,1.669,-0.987,-1.565,2.339,-47.695,0.189,-0.086,-1.241,6.591,-1.362,1.962
0302 02:10,0.263,8.083,1.17,0.112,-1.486,30.084,-5.049,3.627,-0.17,-6.623,-3.802,-1.668,-1.767,0.688,-0.629,-0.653,4.836,-0.987,-1.655,2.373,-47.695,0.189,0.038,-1.241,6.464,-1.429,37.247
0302 02:20,0.263,8.916,1.14,0.078,-1.486,29.254,-5.123,3.294,-0.17,-6.723,-3.802,-1.668,-1.767,0.588,-0.702,-0.653,8.002,-0.987,-1.655,2.406,-57.695,0.189,0.038,-1.275,6.464,-1.429,17.362
0302 02:30,0.263,9.75,1.08,0.012,-1.486,28.788,-5.286,2.96,-0.133,-6.823,-3.802,-1.668,-1.767,0.488,-0.702,-0.653,11.169,-0.987,-1.655,2.439,-57.695,0.189,0.148,-1.341,6.427,-1.429,14.815
0302 02:40,0.263,10.583,1.08,-0.025,-1.419,28.451,-5.359,2.627,-0.193,-6.923,-3.802,-1.601,-1.767,0.388,-0.702,-0.579,14.336,-1.053,-1.655,2.473,-67.695,0.189,0.208,-1.341,6.427,-1.496,8.725
0302 02:50,0.263,11.416,1.08,-0.098,-1.419,28.591,-5.449,2.294,-0.26,-7.023,6.198,-1.568,-1.767,0.288,-0.702,-0.543,17.502,-1.087,-1.689,2.506,-77.695,0.122,0.311,-1.341,6.497,-1.462,35.571
0302 03:00,0.263,12.25,1.08,-0.025,-1.411,29.051,-5.516,1.96,-0.2,-7.123,-3.802,-1.568,-1.767,0.188,-0.702,-0.543,20.669,-1.087,-1.755,2.539,-67.695,-0.011,0.32,-1.341,6.564,-1.462,1.938
0302 03:10,0.263,11.083,1.08,-0.025,-1.386,29.324,-5.719,2.127,-0.17,-7.256,-3.802,-1.568,-1.767,0.188,-0.769,-0.543,15.169,-1.087,-1.755,2.356,-47.695,-0.011,0.414,-1.451,6.764,-1.529,23.801
0302 03:20,0.263,9.916,1.14,0.012,-1.386,29.324,-5.719,2.294,-0.17,-7.389,-3.802,-1.568,-1.767,0.188,-0.769,-0.483,9.669,-1.153,-1.755,2.173,-47.695,-0.011,0.478,-1.451,6.824,-1.529,1.963
0302 03:30,0.263,8.75,1.14,0.012,-1.386,28.924,-5.786,2.46,-0.17,-7.523,-3.802,-1.538,-1.767,0.188,-0.802,-0.453,4.169,-1.187,-1.755,1.989,-47.695,-0.078,0.538,-1.485,6.854,-1.529,12.465
0302 03:40,0.263,7.583,1.08,0.012,-1.386,28.658,-5.859,2.627,-0.17,-7.656,-3.802,-1.478,-1.767,0.188,-0.802,-0.453,-1.331,-1.187,-1.755,1.806,-57.695,-0.254,0.648,-1.551,6.854,-1.529,38.25
0302 03:50,0.203,6.416,1.08,0.012,-1.386,28.184,-5.949,2.794,-0.17,-7.789,-3.802,-1.568,-1.767,0.188,-0.802,-0.453,-6.831,-1.223,-1.855,1.623,-47.695,-0.321,0.648,-1.551,6.854,-1.529,26.842
0302 04:00,0.263,5.25,1.08,0.012,-1.386,27.488,-5.949,2.96,-0.23,-7.923,-3.802,-1.568,-1.767,0.188,-0.802,-0.453,-12.331,-1.297,-1.855,1.439,-47.695,-0.321,0.738,-1.551,6.794,-1.529,27.109
0302 04:10,0.173,4.583,1.14,0.012,-1.386,26.508,-6.049,2.96,-0.17,-7.973,-3.802,-1.568,-1.767,0.188,-0.802,-0.453,-11.831,-1.297,-1.855,1.323,-67.695,-0.321,0.738,-1.581,6.764,-1.529,42.588
0302 04:20,0.173,3.916,1.14,0.012,-1.386,25.191,-6.132,2.96,-0.17,-8.023,-3.802,-1.568,-1.767,0.188,-0.802,-0.453,-11.331,-1.297,-1.855,1.206,-37.695,-0.381,0.848,-1.581,6.691,-1.529,32.589
0302 04:30,0.173,3.25,1.08,-0.098,-1.386,24.284,-6.159,2.96,-0.26,-8.073,-3.802,-1.478,-1.767,0.188,-0.862,-0.453,-10.831,-1.33,-1.892,1.089,-47.695,-0.411,0.848,-1.641,6.531,-1.529,2.494
0302 04:40,0.173,2.583,1.08,-0.098,-1.386,23.424,-6.249,2.96,-0.26,-8.123,-3.802,-1.478,-1.767,0.188,-0.892,-0.379,-10.331,-1.33,-1.965,0.973,-47.695,-0.411,0.848,-1.641,6.464,-1.529,2.505
0302 04:50,0.173,1.916,1.08,-0.128,-1.386,22.158,-6.323,2.96,-0.26,-8.173,-3.802,-1.478,-1.767,0.188,-0.892,-0.343,-9.831,-1.33,-1.965,0.856,-47.695,-0.511,0.848,-1.641,6.324,-1.529,48.952
0302 05:00,0.091,1.25,1.08,-0.188,-1.386,21.618,-6.389,2.96,-0.26,-8.223,-3.802,-1.478,-1.767,0.188,-0.892,-0.343,-9.331,-1.397,-1.965,0.739,-57.695,-0.511,0.881,-1.641,6.191,-1.529,12.815
0302 05:10,0.063,1.083,0.98,-0.188,-1.386,20.914,-6.449,2.96,-0.26,-8.306,-3.802,-1.411,-1.767,0.138,-0.892,-0.343,-7.498,-1.457,-1.965,0.673,-47.695,-0.444,0.881,-1.741,5.994,-1.566,2.102
0302 05:20,0.033,0.916,0.98,-0.262,-1.386,20.581,-6.483,2.96,-0.26,-8.389,-3.802,-1.428,-1.767,0.088,-0.892,-0.293,-5.664,-1.397,-1.965,0.606,-67.695,-0.511,0.881,-1.741,5.854,-1.639,23.224
0302 05:30,-0.027,0.75,0.943,-0.298,-1.386,20.688,-6.549,2.96,-0.326,-8.473,-3.802,-1.411,-1.767,0.038,-0.892,-0.276,-3.831,-1.457,-1.965,0.539,-47.695,-0.511,0.881,-1.741,5.824,-1.639,16.916
0302 05:40,-0.127,0.583,0.87,-0.298,-1.286,20.288,-6.659,2.96,-0.36,-8.556,-3.802,-1.478,-1.767,-0.012,-0.892,-0.243,-1.998,-1.487,-2.065,0.473,-57.695,-0.511,0.948,-1.741,5.736,-1.639,12.264
0302 05:50,-0.127,0.416,0.87,-0.388,-1.352,19.058,-6.719,2.96,-0.36,-8.639,-3.802,-1.478,-1.84,-0.062,-0.959,-0.243,-0.164,-1.553,-2.065,0.406,-67.695,-0.511,0.948,-1.775,5.594,-1.639,27.547
0302 06:00,-0.127,0.25,0.847,-0.388,-1.386,18.251,-6.859,2.96,-0.36,-8.723,-3.802,-1.478,-1.767,-0.112,-0.992,-0.243,1.669,-1.587,-2.065,0.339,-67.695,-0.511,0.948,-1.841,5.464,-1.672,27.831
0302 06:10,-0.2,0.75,0.78,-0.422,-1.386,17.291,-6.859,3.127,-0.36,-8.839,-3.802,-1.478,-1.804,-0.145,-0.992,-0.243,-0.664,-1.587,-2.065,0.373,-67.695,-0.544,0.978,-1.841,5.391,-1.739,25.395
0302 06:20,-0.237,1.25,0.78,-0.562,-1.319,17.291,-6.949,3.294,-0.36,-8.956,-3.802,-1.478,-1.877,-0.178,-0.992,-0.243,-2.998,-1.587,-2.065,0.406,-67.695,-0.611,1.038,-1.841,5.227,-1.739,14.787
0302 06:30,-0.297,1.75,0.743,-0.598,-1.319,17.718,-7.016,3.46,-0.36,-9.073,-3.802,-1.478,-1.877,-0.212,-0.992,-0.243,-5.331,-1.587,-2.065,0.439,-47.695,-0.721,1.038,-1.878,5.094,-1.739,2.119
0302 06:40,-0.327,2.25,0.67,-0.598,-1.319,18.258,-7.049,3.627,-0.47,-9.189,-3.802,-1.478,-1.877,-0.245,-0.992,-0.153,-7.664,-1.687,-2.065,0.473,-47.695,-0.721,1.111,-1.951,4.964,-1.739,46.107
0302 06:50,-0.327,2.75,0.743,-0.598,-1.286,18.854,-7.123,3.794,-0.47,-9.306,-3.802,-1.478,-1.877,-0.278,-0.992,-0.153,-9.998,-1.687,-2.065,0.506,-57.695,-0.648,1.148,-1.878,4.964,-1.739,5.136
0302 07:00,-0.327,3.25,0.67,-0.598,-1.352,19.433,-7.016,3.96,-0.47,-9.423,6.198,-1.568,-1.877,-0.312,-1.092,-0.153,-12.331,-1.687,-2.155,0.539,-57.695,-0.721,1.208,-1.951,5.064,-1.739,35.023
0302 07:10,-0.327,3.25,0.67,-0.598,-1.286,19.918,-7.016,4.127,-0.396,-9.456,-3.802,-1.568,-1.877,-0.412,-1.025,-0.153,-9.998,-1.687,-2.155,0.439,-27.695,-0.788,1.238,-1.951,4.924,-1.739,19.607
0302 07:20,-0.327,3.25,0.67,-0.455,-1.352,20.858,-6.783,4.294,-0.17,-9.489,-3.802,-1.568,-1.877,-0.512,-1.025,-0.243,-7.664,-1.687,-2.155,0.339,-37.695,-1.148,1.178,-1.951,4.331,-1.829,17.971
0302 07:30,-0.327,3.25,0.58,-0.388,-1.286,22.718,-6.589,4.46,-0.096,-9.523,-3.802,-1.568,-1.944,-0.612,-1.092,-0.243,-5.331,-1.687,-2.155,0.239,-37.695,-1.288,1.008,-1.951,3.864,-1.829,32.558
0302 07:40,-0.327,3.25,0.58,-0.388,-1.352,21.591,-6.804,4.627,-0.06,-9.556,-3.802,-1.601,-1.977,-0.712,-1.092,-0.483,-2.998,-1.687,-2.155,0.139,-27.695,-1.351,0.948,-1.878,3.197,-1.929,33.239
0302 07:50,-0.327,3.25,0.48,-0.455,-1.286,20.991,-6.223,4.794,-0.06,-9.589,26.198,-1.668,-1.977,-0.812,-1.129,-0.543,-0.664,-1.687,-2.155,0.039,-37.695,-1.478,0.811,-1.951,2.924,-1.862,16.145
0302 08:00,-0.1,3.25,0.48,-0.525,-1.352,21.154,-5.683,4.96,-0.096,-9.623,16.198,-1.668,-1.977,-0.912,-1.202,-0.543,1.669,-1.687,-2.092,-0.061,132.305,-1.511,0.678,-1.951,2.494,-1.862,17.022
0302 08:10,0.296,3.916,0.48,-0.598,-1.352,20.288,-5.149,4.294,-0.115,-9.473,16.198,-1.668,-1.977,-1.245,-1.202,-0.543,1.669,-1.687,-1.563,-0.261,132.305,-1.511,0.474,-1.951,2.094,-1.996,43.4
0302 08:20,0.203,4.583,0.48,-0.665,-1.352,18.984,-4.889,3.627,-0.23,-9.323,26.198,-1.768,-2.007,-1.578,-1.202,-0.543,1.669,-1.687,-0.822,-0.461,142.305,-1.411,0.274,-1.951,1.697,-1.996,42.895
0302 08:30,-0.194,5.25,0.37,-0.798,-1.386,16.918,-4.393,2.96,-0.23,-9.173,16.198,-1.768,-2.067,-1.912,-1.302,-0.543,1.669,-1.687,-0.259,-0.661,-27.695,-1.411,0.111,-1.951,1.364,-1.996,38.233
0302 08:40,-0.4,5.916,0.31,-1.025,-1.386,13.148,-1.253,2.294,-0.17,-9.023,26.198,-1.768,-2.067,-2.245,-1.162,-0.543,1.669,-1.687,0.075,-0.861,112.305,-1.381,-0.022,-1.951,1.091,-2.029,42.62
0302 08:50,-0.73,6.583,0.34,-1.158,-1.386,12.548,0.217,1.627,-0.096,-8.873,16.198,-1.734,-2.067,-2.578,-0.959,-0.653,1.669,-1.687,0.408,-1.061,-27.695,-1.254,-0.189,-1.841,0.964,-2.029,2.575
0302 09:00,-1.137,7.25,0.34,-1.288,-1.386,9.891,-1.449,0.96,-0.17,-8.723,26.198,-1.734,-2.067,-2.912,-0.892,-0.713,1.669,-1.687,0.535,-1.261,-17.695,-1.321,-0.322,-1.841,0.664,-2.139,17.96
0302 09:10,-1.5,4.416,0.325,-1.822,-1.386,7.418,-3.116,1.294,-0.26,-8.773,16.198,-1.768,-2.067,-2.628,-0.992,-0.743,1.669,-1.687,0.435,-1.494,-57.695,-1.381,-0.557,-1.691,0.287,-2.139,9.427
0302 09:20,-1.7,1.583,0.01,0.308,-1.352,6.721,-4.116,1.627,-0.26,-8.823,16.198,-1.768,-2.004,-2.345,-0.992,-0.743,1.669,-1.62,0.435,-1.727,162.305,-1.511,-1.189,-1.481,0.027,-2.139,20.14
0302 09:30,-1.737,-1.25,-0.264,0.835,-1.286,8.054,-5.219,1.96,-0.433,-8.873,-3.802,-1.768,-1.804,-2.062,-0.992,-0.743,1.669,-1.653,0.435,-1.961,312.305,-1.511,-1.662,-1.275,-0.303,-2.139,35.517
0302 09:40,-1.737,-4.084,-0.587,1.142,-1.256,1.781,-4.959,2.294,-0.566,-8.923,-3.802,-1.768,-1.7,-1.778,-1.059,-0.743,1.669,-1.587,0.435,-2.194,12.305,-1.511,-1.686,-1.018,-1.103,-2.206,49.788
0302 09:50,-1.864,-6.917,-0.82,0.942,-1.196,0.863,-4.623,2.627,-0.596,-8.973,-3.802,-1.768,-1.767,-1.495,-1.202,-0.743,1.669,-1.587,0.405,-2.427,-27.695,-1.486,-1.426,-0.896,-1.836,-2.239,28.647
0302 10:00,-1.997,-9.75,-1.15,0.175,-1.286,0.691,-4.483,2.96,-0.67,-9.023,-3.802,-1.841,-1.767,-1.212,-1.202,-0.809,1.669,-1.52,0.345,-2.661,-7.695,-1.351,-2.756,-0.691,-1.503,-2.239,26.651
0302 10:10,-1.937,-10.417,-1.62,-0.292,-1.286,0.484,-4.449,3.294,-0.793,-9.023,6.198,-1.768,-1.767,-1.162,-1.235,-0.743,1.669,-1.487,0.435,-2.761,-37.695,-1.221,-2.829,-0.581,-1.736,-2.239,28.662
